Date,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m3),wv (m/s),max. wv (m/s),wd (deg),rain (mm),raining (s),SWDR (W/m2),PAR (µmol/m2/s),max. PAR (µmol/m2/s),Tlog (degC),CO2 (ppm)
19-05-2019,977.8826389,16.32395833,291.3432639,10.15229167,68.97458333,19.25798611,12.45326389,6.804375,7.960347222,12.73541667,1171.406181,2.243680556,3.62375,119.9422917,0,0,304.995,582.1909028,628.6152083,27.755625,428.4729167
20-05-2019,975.8534722,14.48548611,289.6636111,12.17722222,86.59305556,16.77756944,14.28659722,2.491111111,9.157777778,14.64125,1175.419097,1.559722222,2.784236111,156.6469444,0.095138889,81.18055556,139.45875,274.8213889,351.0615972,25.36215278,429.0291667
21-05-2019,979.3392361,14.84354167,289.7283333,12.47368056,86.44798611,17.03729167,14.49993056,2.535625,9.261875,14.80756944,1178.001667,2.445902778,4.137152778,137.0826389,0,33.61111111,155.1850694,305.2054167,423.1696528,25.19326389,418.4097222
22-05-2019,989.2154861,13.08965278,287.13875,9.401527778,78.42458333,15.12645833,11.85020833,3.275208333,7.486736111,11.98194444,1198.430556,2.529583333,4.884375,258.965625,0,5.972222222,238.7899306,468.8714583,624.8749306,24.23923611,409.4319444
23-05-2019,992.0751389,13.71409722,287.5288194,6.828472222,65.97361111,16.39868056,9.932361111,6.465902778,6.251527778,10.0125,1200.521389,1.170069444,2.459166667,189.9888194,0.006944444,0,312.5961806,598.6522917,657.6020833,26.35555556,417.3930556
24-05-2019,988.2396528,15.94659722,290.0878472,7.752013889,61.33826389,18.92770833,10.57305556,8.355138889,6.68125,10.69847222,1186.339722,1.248055556,2.439861111,227.6115278,0.001388889,0,287.1575,548.0893056,609.3999306,28.55840278,424.7930556
25-05-2019,988.6981944,14.40388889,288.5002778,8.421527778,68.42659722,16.74784722,11.08333333,5.664305556,7.002430556,11.20986111,1192.801875,1.616319444,3.031944444,145.2651389,0,0,254.4209028,487.5696528,581.631875,26.493125,423.1152778
26-05-2019,987.5285417,15.47506944,289.6758333,7.835347222,63.07715278,18.43722222,10.64479167,7.792013889,6.733819444,10.78118056,1187.438819,2.316944444,3.8125,210.8243056,0,0,306.01375,584.8140278,692.7211111,27.43965278,417.4090278
27-05-2019,982.3989583,15.27458333,289.9034028,10.47625,74.38534722,17.63666667,12.77666667,4.859722222,8.130625,13.00673611,1180.784722,1.739236111,3.133611111,197.88625,0.048611111,60.83333333,152.6715972,301.9558333,382.5659722,26.34486111,421.0152778
28-05-2019,981.4325,12.99076389,287.689375,9.822777778,82.41486111,15.09680556,12.19034722,2.906875,7.762986111,12.42180556,1189.249861,1.135277778,2.089652778,183.4464583,0.015972222,74.79166667,130.0733333,260.1267361,286.4830556,24.60097222,424.1590278
29-05-2019,993.9240278,11.29611111,284.9523611,5.170625,68.44722222,13.56909722,8.914305556,4.654791667,5.600486111,8.973680556,1213.163125,2.117013889,3.778125,81.65173611,0.013888889,48.33333333,259.8629167,496.0488889,665.6861806,22.35527778,412.8680556
30-05-2019,997.8877778,14.03284722,287.3679167,5.964791667,61.70666667,17.06951389,9.442569444,7.627777778,5.907986111,9.463055556,1206.656458,1.990347222,3.405972222,213.5243056,0,0,305.1293056,582.2043056,665.4020139,26.05694444,419.4270833
31-05-2019,997.4731944,18.93243056,292.3040972,12.01347222,64.77902778,22.19951389,14.09020833,8.109513889,8.834097222,14.12604167,1183.381736,1.553055556,2.701666667,238.3247222,0,0,208.7541667,412.65625,545.9174306,30.83416667,411.7881944
01-06-2019,995.2838889,20.20756944,293.7663194,12.5625,64.24152778,24.69868056,14.59645833,10.10215278,9.173541667,14.66625,1175.671875,1.111736111,2.246875,178.3746528,0,0,307.3619444,599.1108333,704.1395833,32.93506944,427.7826389
02-06-2019,990.8302083,22.65944444,296.6035417,12.25597222,56.22541667,29.12652778,14.31513889,14.81097222,9.035416667,14.44590278,1160.958125,1.7625,2.976875,181.4856944,0,0,334.2327083,650.4110417,678.9905556,34.65895833,434.4319444
03-06-2019,987.5945139,22.85611111,297.0770139,12.19368056,54.6075,29.36055556,14.25722222,15.10319444,9.029236111,14.43590278,1156.329375,2.218680556,3.843819444,192.1234028,0,0,311.108125,602.6903472,640.4233333,34.42409722,431.4326389
04-06-2019,985.5170833,22.77034722,297.1702083,14.07090278,60.0275,28.73819444,16.10208333,12.635,10.22701389,16.34041667,1153.293403,1.778472222,2.96875,141.1852778,0,0,314.3434722,608.5716667,636.7309722,34.64881944,427.5618056
05-06-2019,981.1159722,24.776875,299.566875,14.00895833,53.59118056,32.41986111,16.04375,16.37583333,10.23513889,16.35333333,1140.389306,1.506875,2.755208333,150.0816667,0,0,286.6965278,558.8128472,593.3111806,36.41111111,427.35
06-06-2019,983.6623611,17.80604167,292.3432639,12.48902778,71.47423611,20.73006944,14.59111111,6.139027778,9.283055556,14.84006944,1171.250764,1.803402778,3.544722222,232.1003472,0.011805556,15.55555556,187.5657639,368.9924306,470.060625,29.83611111,426.9020833
07-06-2019,987.2442361,16.33395833,290.5625,12.14868056,78.11375,19.63465278,14.3575,5.276944444,9.100902778,14.54902778,1181.969097,2.189444444,3.723541667,164.1290278,0.009722222,4.375,210.7547222,410.0302083,556.7979861,28.08166667,-3852.870833
08-06-2019,994.409375,15.49354167,289.1163194,6.739930556,58.59131944,17.87111111,9.945625,7.925486111,6.2475,10.00541667,1195.647153,4.058819444,6.275,216.070625,0.004861111,15.69444444,256.0775694,493.4301389,635.1976389,25.42125,417.9666667
09-06-2019,996.0045833,17.15458333,290.6509722,8.152847222,58.25159722,20.58590278,10.9825,9.603819444,6.890833333,11.03131944,1190.637431,1.823263889,3.243402778,124.1188889,0.003472222,19.44444444,282.5857639,547.2364583,606.2375,28.99270833,423.6826389
10-06-2019,986.8117361,19.22861111,293.5029167,14.11083333,74.74125,22.98486111,16.14277778,6.842361111,10.23902778,16.35986111,1168.699097,1.390347222,2.348333333,179.2963889,0.003472222,8.263888889,207.6641667,413.6382639,508.6598611,31.37402778,430.7263889
11-06-2019,983.7160417,19.19645833,293.7325,14.38840278,75.15097222,22.68201389,16.43340278,6.248819444,10.4575,16.70569444,1164.903472,1.534583333,3.078819444,141.2702778,0.022222222,7.5,210.8970833,415.9290278,574.5252083,30.96986111,427.8243056
12-06-2019,983.4747222,16.84208333,291.3890972,14.45708333,86.07847222,19.40694444,16.59166667,2.815694444,10.56375,16.87340278,1173.946528,1.416736111,2.664513889,194.7801389,0.057638889,26.25,143.4970139,290.8943056,413.5586806,28.04479167,426.2354167
13-06-2019,988.4861806,18.64895833,292.7776389,11.44479167,65.781875,22.08444444,13.56548611,8.518541667,8.581111111,13.72368056,1174.14,1.719375,2.896875,140.4995139,0,0,246.7875,481.0738194,697.1961806,30.19263889,421.8631944
14-06-2019,989.7517361,21.97909722,296.0125,12.28243056,57.30791667,28.09090278,14.41534722,13.67493056,9.111805556,14.56736111,1162.371042,2.033055556,3.376458333,185.1322917,0,0,269.1622222,523.9794444,587.3521528,32.95708333,426.0527778
15-06-2019,985.2715278,22.96368056,297.3835417,14.19347222,59.13604167,28.58263889,16.25902778,12.32340278,10.33097222,16.50569444,1151.993958,2.526944444,4.373055556,211.3840972,0,0,305.4522222,600.6992361,716.9864583,34.30243056,429.8201389
16-06-2019,993.7944444,17.40041667,291.0778472,12.67145833,74.27472222,20.01958333,14.71444444,5.304583333,9.261111111,14.80520833,1184.856319,0.916527778,1.604166667,197.4803472,0,0,101.7117361,209.6763194,246.6240972,28.99659722,426.4479167
17-06-2019,994.4361111,19.80138889,293.4310417,12.69076389,66.64451389,23.87944444,14.70979167,9.169375,9.252013889,14.79173611,1176.164792,1.813611111,3.090277778,127.2385417,0,0,290.8448611,567.505625,694.5177778,31.69284722,423.7305556
18-06-2019,989.2176389,22.63381944,296.7155556,12.76444444,56.09375,28.58784722,14.78597222,13.801875,9.349930556,14.9475,1158.804306,1.512152778,2.770208333,143.8283333,0,0,317.0020139,616.7643056,706.2508333,35.01534722,421.5465278
19-06-2019,983.4298611,23.85756944,298.4419444,14.07618056,56.18951389,30.56402778,16.11055556,14.45347222,10.25361111,16.38270833,1146.572292,1.594166667,2.667638889,150.1918056,0,0,266.1284722,520.8091667,654.6850694,35.84298611,429.6444444
20-06-2019,985.1677083,20.12645833,294.5422917,14.805,72.58694444,23.90048611,16.89805556,7.002638889,10.738125,17.15159722,1162.677292,2.460694444,4.122986111,222.0211806,0.075694444,39.65277778,230.95375,458.2935417,612.6465972,31.20354167,421.1645833
21-06-2019,991.1527778,18.8225,292.725,13.44375,72.44444444,22.06298611,15.45090278,6.611458333,9.754027778,15.58993056,1175.664097,1.299236111,2.437847222,139.6755556,0,0,214.1530556,425.8815972,607.5577083,30.40840278,424.9826389
22-06-2019,993.4094444,19.74673611,293.4622222,12.75055556,64.65625,23.39354167,14.78722222,8.60625,9.312152778,14.88625,1174.970208,2.642291667,4.317083333,76.04513889,0,0.972222222,203.2768056,398.595,528.5333333,29.85208333,419.3472222
23-06-2019,993.8768056,21.53083333,295.2088194,12.09472222,55.90222222,26.26951389,14.16625,12.10263889,8.914305556,14.25368056,1168.731111,2.93875,4.765763889,99.194375,0,0,300.5320833,592.581875,718.4663194,31.66486111,414.7180556
24-06-2019,995.6958333,22.89326389,296.4191667,11.61402778,51.809375,28.77263889,13.72083333,15.05166667,8.615694444,13.77944444,1165.76875,2.125972222,3.542847222,114.8375694,0,0,343.1323611,671.01625,685.3611111,34.34458333,424.3569444
25-06-2019,994.2194444,26.18270833,299.8413194,13.63048611,48.45090278,36.01486111,15.68409722,20.33083333,9.872430556,15.77611111,1150.664375,1.706736111,2.906736111,179.7357639,0,0,322.68875,634.4821528,682.3502083,38.05729167,351.4534722
26-06-2019,994.9092361,27.959375,301.5596528,16.88597222,52.79354167,39.64826389,19.42083333,20.22729167,12.23381944,19.52,1142.959653,1.286319444,2.765486111,220.6034722,0,0.208333333,320.9644444,637.7813889,653.7827778,40.41444444,-1157.934028
27-06-2019,997.4322917,21.86631944,295.244375,10.46694444,51.10097222,26.83305556,12.88458333,13.94826389,8.075833333,12.91743056,1172.177014,2.279444444,4.336944444,94.731875,0,0,349.3822917,678.7188194,691.7640278,33.72520833,412.8972222
28-06-2019,997.7875,17.73861111,291.0842361,8.538055556,56.770625,20.84986111,11.14472222,9.704930556,6.976597222,11.16902778,1190.051042,2.175138889,3.701111111,55.29826389,0,0,321.8784722,628.8188889,660.129375,28.92534722,413.0284722
29-06-2019,994.0929167,22.115625,295.7808333,9.147569444,47.19986111,28.63993056,11.6275,17.01222222,7.30875,11.69854167,1168.312292,1.408888889,2.445555556,132.1989583,0,0,348.6580556,677.3753472,689.7382639,34.35138889,424.6131944
30-06-2019,987.7804861,27.428125,301.6505556,11.79625,41.91347222,39.65777778,14.01215278,25.64597222,8.873472222,14.18763889,1139.419583,2.342013889,4.044236111,212.4506944,0,0,345.4671528,667.1715972,680.0777083,38.59388889,-514.9201389
01-07-2019,988.6099306,23.84118056,297.9760417,13.06694444,51.83708333,29.91,15.23708333,14.673125,9.645416667,15.41513889,1152.905486,1.742777778,3.355416667,202.7292361,0,0,243.4775694,485.6848611,651.7757639,35.62361111,418.3034722
02-07-2019,993.8136806,18.40291667,292.0810417,7.720069444,50.43381944,21.41326389,10.579375,10.83409722,6.648819444,10.64597222,1182.716875,1.516388889,3.249444444,228.350625,0,0.208333333,267.6655556,520.1134028,767.3963889,30.43826389,415.14375
03-07-2019,996.1973611,16.09173611,289.5675,5.635972222,51.41840278,18.77347222,9.135694444,9.637361111,5.723958333,9.170277778,1195.816806,1.458680556,2.892638889,154.9864583,0,0,294.1972222,570.2696528,802.135,27.91555556,419.6631944
04-07-2019,995.6986111,17.01493056,290.5354167,4.885972222,46.91131944,20.06652778,8.677916667,11.38805556,5.438680556,8.714930556,1191.71125,1.299305556,2.526944444,164.1361806,0,0,337.3882639,660.8076389,690.5265972,29.34402778,417.4111111
05-07-2019,989.4359722,19.42104167,293.4729167,7.832708333,48.08666667,23.38534722,10.67263889,12.71166667,6.738263889,10.78784722,1173.581667,1.496319444,3.011041667,218.0045833,0,83.88888889,241.42375,481.8759028,157.6616667,30.86069444,422.3791667
06-07-2019,983.5691667,20.89354167,295.4533333,10.23722222,52.97444444,25.85333333,12.52256944,13.330625,7.958472222,12.73305556,1160.022778,1.814027778,3.652708333,221.0301389,0,21.73611111,257.0064583,510.2807639,706.8727083,32.31645833,420.4875
07-07-2019,985.9557639,15.92576389,290.2575694,7.135902778,57.41361111,18.24506944,10.24590278,7.999236111,6.490555556,10.39375,1183.502639,1.649930556,3.593263889,257.1739583,0.000694444,12.29166667,235.8694444,460.3989583,467.0140278,27.82951389,411.6104167
08-07-2019,990.4668056,14.07451389,288.0220833,5.606944444,57.18055556,16.16993056,9.129027778,7.041041667,5.752986111,9.216597222,1197.099583,1.900625,3.654166667,260.0769444,0,0,143.9776389,284.1577778,433.1022917,24.91548611,411.1965278
09-07-2019,992.0127778,13.39319444,287.2110417,6.685347222,64.82256944,15.50965278,9.826319444,5.683194444,6.184722222,9.905208333,1201.525625,1.392222222,2.838819444,238.8723611,0,1.111111111,125.6148611,250.8913889,324.8188889,24.46618056,412.1027778
10-07-2019,991.8446528,16.1025,289.941875,6.962291667,56.90166667,18.79659722,10.01368056,8.782013889,6.303958333,10.09631944,1190.146736,1.423333333,2.813125,201.3691667,0,0.347222222,265.3154861,518.6454167,632.3286111,27.48388889,409.2631944
11-07-2019,987.5465972,17.11069444,291.3138889,11.10930556,69.42625,19.73208333,13.35083333,6.380486111,8.454097222,13.52138889,1179.197917,1.219305556,2.299513889,186.0274306,0.041666667,144.6527778,135.9990278,279.0389583,341.2598611,28.89194444,414.45625
12-07-2019,984.8818056,16.63263889,291.0584028,13.26618056,82.86576389,19.40451389,15.28229167,4.122222222,9.708402778,15.51673611,1177.163958,1.557916667,2.816388889,210.7585417,0.049305556,84.09722222,196.1927083,384.1132639,529.101875,28.33125,426.1868056
13-07-2019,987.696875,16.36326389,290.5498611,13.09847222,81.53006944,18.76506944,15.10645833,3.658541667,9.568263889,15.29409722,1181.592986,2.139791667,4.058194444,246.6441667,0.003472222,13.81944444,177.9426389,362.3147917,402.1572917,27.06118056,419.1215278
14-07-2019,990.986875,14.72048611,288.6268056,11.82826389,83.31055556,16.84527778,13.89604167,2.949097222,8.768958333,14.02284722,1192.857014,1.721944444,2.936111111,106.23375,0.013888889,84.58333333,90.848125,189.4102083,215.5454167,25.28215278,415.9826389
15-07-2019,991.1115972,15.76493056,289.6641667,10.32583333,70.64284722,18.06930556,12.57180556,5.4975,7.927638889,12.684375,1189.324583,1.072430556,2.395416667,185.2397917,0,0,168.0891667,336.4984028,407.539375,27.37520833,413.1034722
16-07-2019,990.6275694,14.45881944,288.3945833,9.603125,72.97138889,16.65868056,12.00083333,4.657291667,7.570069444,12.11416667,1194.422639,1.667777778,3.291527778,249.0875,0,0,170.7047917,344.3383333,373.9245833,25.60659722,412.9881944
17-07-2019,988.6853472,16.07291667,290.17625,10.840625,71.96840278,18.51597222,13.00854167,5.5075,8.224375,13.1575,1184.982778,1.261944444,2.17125,131.5347222,0,0,159.0852778,321.2444444,379.2414583,27.45555556,416.89375
18-07-2019,985.9992361,19.14951389,293.491875,10.19041667,59.77527778,23.35798611,12.47111111,10.88652778,7.905069444,12.648125,1169.895417,1.093472222,2.120138889,198.5809028,0,0,231.7347222,455.0889583,575.3736111,31.03944444,424.3951389
19-07-2019,988.0931944,19.24993056,293.4132639,13.24770833,68.50243056,22.51541667,15.30638889,7.208055556,9.692152778,15.48979167,1170.321042,1.442222222,2.489375,204.5324306,0.00625,32.63888889,129.4753472,267.68125,348.9135417,30.42180556,431.9201389
20-07-2019,987.5934028,22.22993056,296.4495139,14.16923611,64.36548611,28.40958333,16.20097222,12.20819444,10.26784722,16.40486111,1157.977639,2.186805556,3.748333333,194.7344444,0.001388889,5.902777778,268.9563889,534.9791667,637.4377083,33.65229167,424.1048611
21-07-2019,992.7017361,21.88486111,295.6625,13.24881944,60.22416667,26.79458333,15.294375,11.49993056,9.64125,15.40944444,1165.396389,1.535694444,3.179583333,225.8859028,0,0,271.4816667,538.3551389,682.8330556,33.08388889,417.7770833
22-07-2019,996.6729167,21.32701389,294.7684028,11.70145833,56.65847222,26.33659722,13.78333333,12.55305556,8.646736111,13.82958333,1173.154028,1.324722222,2.689861111,214.6977778,0,0,233.7369444,471.585,566.8380556,32.99381944,422.5715278
23-07-2019,994.9176389,24.60798611,298.2045833,13.17263889,51.58298611,32.46465278,15.19375,17.27145833,9.554444444,15.27180556,1157.680139,1.395416667,2.438333333,110.0314583,0,0.208333333,313.6360417,626.255625,638.9071528,36.61722222,427.26875
24-07-2019,990.8638889,27.00694444,300.9580556,13.35881944,45.70958333,37.61729167,15.37152778,22.24631944,9.706319444,15.51340278,1143.708542,1.639097222,2.843055556,116.5667361,0,0,308.2063194,610.7300694,625.2972222,38.63430556,434.3638889
25-07-2019,990.0338889,28.36506944,302.3915972,12.51902778,40.08840278,40.34652778,14.56375,25.78277778,9.201111111,14.70958333,1137.852361,1.952083333,3.230694444,109.0767361,0,0,306.2360417,597.8986806,610.983125,39.65236111,435.1777778
26-07-2019,985.3734028,26.19569444,300.6214583,13.20173611,45.56138889,34.68333333,15.25402778,19.42944444,9.685347222,15.48013889,1140.147708,3.016527778,4.762638889,62.21861111,0,0,297.1525,585.1657639,632.464375,36.92,428.7777778
27-07-2019,977.7330556,24.37895833,299.4635417,11.35958333,44.75965278,31.07125,13.475,17.596875,8.617708333,13.7825,1138.930347,3.886319444,5.914722222,94.234375,0,0,300.1786111,586.4258333,616.4838889,33.93770833,413.8791667
28-07-2019,974.9278472,23.84229167,299.1671528,14.20729167,55.36,30.1575,16.32576389,13.83180556,10.4825,16.74458333,1136.437083,2.002083333,3.360833333,91.66354167,0,0,246.520625,488.0370833,595.2777778,34.98256944,422.8277778
29-07-2019,982.8677778,21.92465278,296.5470139,17.12368056,74.58777778,26.48263889,19.56388889,6.918819444,12.47583333,19.90520833,1151.621389,1.751111111,3.399513889,218.8845833,0,0.416666667,159.9765972,326.9625,364.8431944,33.23180556,426.0520833
30-07-2019,985.775625,22.81930556,297.1948611,15.12069444,64.37951389,28.46895833,17.261875,11.206875,10.96423611,17.51027778,1152.743194,1.295902778,2.335694444,209.9460417,0,0,145.9480556,297.7877778,367.4117361,33.82027778,412.4902778
31-07-2019,988.8552083,19.98298611,294.084375,14.75319444,72.43347222,23.50854167,16.85013889,6.658194444,10.66743056,17.03861111,1167.589097,1.489722222,2.551180556,175.5117361,0.030555556,32.15277778,128.4277083,261.1968056,365.0534722,30.925,415.9076389
01-08-2019,990.6590278,18.99256944,292.938125,11.00034722,63.16326389,22.62388889,13.20506944,9.418472222,8.332708333,13.32840278,1175.542014,1.087916667,2.068194444,182.3094444,0,0,204.8789583,404.8690278,532.5046528,30.628125,417.4868056
02-08-2019,988.3353472,18.01881944,292.1583333,11.11694444,65.97125,21.24666667,13.27951389,7.967083333,8.400555556,13.43666667,1176.633125,1.352361111,2.437847222,154.5796528,0,4.722222222,176.7659722,353.7522222,453.3744444,29.50159722,422.6402778
03-08-2019,988.7438889,17.83840278,291.9417361,13.280625,75.85701389,20.76388889,15.28847222,5.475416667,9.674097222,15.46215278,1176.839792,1.154375,2.078611111,181.7930556,0.009027778,21.52777778,155.2256944,316.5121528,408.315625,28.92680556,414.8881944
04-08-2019,989.771875,20.19909722,294.22375,12.44930556,63.406875,24.27736111,14.483125,9.793680556,9.152222222,14.63208333,1169.045208,1.285069444,2.514513889,160.3475,0,8.541666667,241.0994444,475.5425694,624.1038194,31.65111111,413.0069444
05-08-2019,986.1013889,19.57152778,293.9067361,13.81902778,70.30895833,23.28916667,15.90618056,7.382916667,10.09625,16.13145833,1166.535139,1.263611111,2.18375,159.4741667,0.005555556,30.20833333,107.2865972,224.5723611,280.55375,30.10805556,428.8743056
06-08-2019,984.6465972,20.82097222,295.285,14.64881944,69.29951389,25.01986111,16.71368056,8.305902778,10.62701389,16.97458333,1159.421667,2.283611111,3.786597222,204.2245833,0,3.055555556,169.6747917,343.1141667,402.8563889,31.27847222,417.3423611
07-08-2019,982.4134722,18.18736111,292.8299306,15.49125,84.39486111,20.96493056,17.66645833,3.298819444,11.26256944,17.98284722,1166.695417,1.538611111,2.498194444,206.8347222,0.047916667,71.94444444,82.66569444,176.2745833,217.0890278,28.43958333,420.9125
08-08-2019,985.986875,19.44847222,293.7918056,12.22256944,66.34666667,23.23631944,14.29840278,8.937847222,9.070277778,14.50194444,1167.624931,2.551319444,4.308541667,216.2361111,0,0,226.0435417,443.9400694,607.2215278,29.73958333,418.3916667
09-08-2019,985.548125,21.505625,295.8970139,13.71597222,64.73513889,26.95805556,15.85333333,11.10472222,10.06986111,16.08875,1158.483958,1.860277778,3.205486111,191.1433333,0.075,61.73611111,213.9781944,430.7091667,508.58375,32.54201389,428.2951389
10-08-2019,986.6292361,21.47305556,295.7690972,14.78097222,68.31701389,25.838125,17.09979167,8.738958333,10.85791667,17.33868056,1158.947778,2.886388889,4.801944444,209.0861111,0.011805556,134.2361111,145.6502778,294.6761806,434.886875,30.84979167,422.8222222
11-08-2019,989.0811111,21.36020833,295.4495139,10.96479167,54.42215278,26.42777778,13.12618056,13.30090278,8.296388889,13.27111111,1164.368125,2.474097222,4.188194444,204.7656944,0,140.4861111,268.3347917,529.1665278,643.1568056,32.10458333,424.4659722
12-08-2019,989.2521528,18.87104167,292.9354167,9.804791667,56.30708333,22.008125,12.14104167,9.8675,7.669513889,12.27298611,1174.660972,1.718125,3.135694444,219.1259722,0,2.5,145.1377083,294.3534028,367.7683333,30.06444444,411.3034722
13-08-2019,990.479375,16.38534722,290.3384722,9.075347222,64.44743056,18.93125,11.67340278,7.256736111,7.364583333,11.78666667,1186.473542,2.303819444,3.980972222,222.59375,0.011805556,7.986111111,235.6976389,460.6495139,625.6725,27.16368056,412.3201389
14-08-2019,991.53375,16.13743056,290.0025694,5.854444444,52.97138889,18.79354167,9.328333333,9.465694444,5.872152778,9.407291667,1189.903611,1.378611111,2.799027778,226.63875,0,0,256.8228472,496.5810417,612.8438194,27.80388889,419.1701389
15-08-2019,987.2728472,14.878125,289.0967361,9.539097222,70.69194444,17.44354167,12.21930556,5.224375,7.738472222,12.37986111,1188.718819,2.508680556,4.062013889,203.8463194,0.004166667,142.1527778,120.046875,247.4632639,330.670625,25.12694444,423.5784722
16-08-2019,990.0383333,18.36930556,292.3652778,10.2425,61.45715278,21.46986111,12.55902778,8.910625,7.928333333,12.68479167,1177.477639,1.680416667,3.213333333,233.0439583,0,27.98611111,212.7052778,418.1758333,559.8020833,29.25166667,412.8618056
17-08-2019,985.8457639,18.35055556,292.7029167,11.23152778,64.14583333,21.61930556,13.40680556,8.212291667,8.504097222,13.60069444,1172.260556,3.690555556,5.801319444,190.9169444,0,30.55555556,91.31173611,191.4777778,227.4046528,27.5175,420.1152778
18-08-2019,982.496875,21.26902778,295.9211111,15.54298611,72.20569444,26.13895833,17.70673611,8.431944444,11.28701389,18.02291667,1154.812569,3.292847222,5.35125,209.5809028,0.031944444,45.97222222,204.9141667,414.8204167,572.7191667,31.258125,417.2097222
19-08-2019,989.9285417,19.54506944,293.5535417,11.91041667,65.12347222,23.11284722,14.18618056,8.926944444,8.9675,14.335625,1171.871597,1.439444444,2.757708333,219.3856944,0.000694444,4.861111111,225.8703472,444.5809028,568.580625,30.84625,424.4770833
20-08-2019,995.8138194,16.19993056,289.7075694,10.67625,71.43930556,18.75416667,12.90979167,5.843819444,8.1025,12.96277778,1193.114583,1.28625,2.214513889,160.7383333,0.011111111,30.20833333,103.7461806,216.9036806,249.7799306,26.94479167,429.86875
21-08-2019,1001.171875,16.66423611,289.7271528,8.834444444,63.77993056,19.53930556,11.45361111,8.085694444,7.147430556,11.44027778,1198.397569,1.150208333,2.077430556,143.4104167,0.000694444,0,214.9355556,419.7081944,536.8559722,28.18791667,420.2611111
22-08-2019,1000.179583,17.75180556,290.8991667,8.008541667,56.36493056,21.49111111,10.75861111,10.73256944,6.718194444,10.75666667,1193.311667,1.215763889,2.223888889,132.2295833,0,0,261.201875,504.7895139,518.4464583,29.40173611,428.9041667
23-08-2019,998.8894444,19.36180556,292.6165972,8.83375,54.14270833,23.84868056,11.38458333,12.46409722,7.119583333,11.39715278,1184.957778,1.465694444,2.526388889,114.6580556,0,0,262.6466667,508.4668056,519.3784722,30.51326389,433.3354167
24-08-2019,995.606875,20.64222222,294.1745139,12.90444444,62.57861111,25.61604167,15.10638889,10.50916667,9.496111111,15.17715278,1174.204236,1.689305556,2.851527778,112.3027778,0,0,204.58875,401.7748611,472.5464583,31.13826389,429.9284722
25-08-2019,993.0041667,23.13597222,296.891875,16.28256944,66.96638889,29.21618056,18.59597222,10.62041667,11.73201389,18.72763889,1159.487569,1.241111111,2.274861111,125.9356944,0.027083333,8.888888889,213.0045833,419.8180556,460.0034028,34.101875,430.4347222
26-08-2019,992.5722222,23.28604167,297.0802083,15.94826389,66.03319444,29.66965278,18.16722222,11.50222222,11.46402778,18.30361111,1158.641181,1.255208333,2.250277778,142.2705556,0,0,219.6288889,433.5755556,464.8963889,34.72111111,439.0493056
27-08-2019,990.8717361,22.88138889,296.8197917,16.075,67.99708333,28.87451389,18.314375,10.56,11.57756944,18.48361111,1158.125417,1.328194444,2.348194444,167.4822222,0,0,177.0525,354.0790972,396.553125,34.37951389,438.9548611
28-08-2019,989.4277778,21.33895833,295.3964583,16.59159722,75.37395833,25.97458333,18.97743056,6.997083333,12.01840278,19.18131944,1162.080903,1.335694444,2.421736111,181.8940278,0.095138889,22.63888889,138.7884028,276.0804167,330.7480556,31.98604167,431.3333333
29-08-2019,992.0916667,20.51826389,294.3456944,16.53805556,79.07590278,24.62354167,18.87458333,5.748680556,11.91923611,19.024375,1168.492431,1.216388889,2.185347222,165.3322222,0.006944444,25.34722222,135.8711806,277.0013889,334.5077083,30.97236111,436.2631944
30-08-2019,995.3593056,20.69069444,294.2422917,16.81763889,80.18048611,25.05743056,19.21590278,5.841388889,12.096875,19.30631944,1171.595556,1.093055556,1.977430556,166.0897917,0,0,162.8088889,329.4897222,374.0048611,32.06715278,438.7354167
31-08-2019,989.336875,23.15118056,297.2265972,16.08666667,69.63368056,29.93708333,18.37111111,11.56611111,11.63069444,18.56604167,1155.458264,1.330972222,2.302222222,171.7126389,0,0,204.52,406.6558333,445.2377083,34.57347222,438.2763889
01-09-2019,986.1127778,20.22729167,294.5638194,14.17097222,68.924375,24.1875,16.32868056,7.858541667,10.36861111,16.56368056,1163.723056,1.555277778,3.089791667,221.813125,0,0,170.6002778,340.5083333,435.1188889,31.69201389,434.8375
02-09-2019,995.1970833,15.79493056,289.3531944,7.265694444,59.10541667,18.19194444,10.33923611,7.852638889,6.490138889,10.39145833,1195.177083,1.550208333,2.887361111,219.97875,0,0,206.136875,399.0007639,502.5829167,26.84840278,407.4909722
03-09-2019,996.82625,15.70409722,289.1279861,6.405972222,57.94326389,19.06423611,9.677916667,9.386041667,6.061458333,9.709236111,1198.305,1.800763889,3.262013889,215.0958333,0,0,228.8010417,447.275625,511.0036111,26.95368056,419.6083333
04-09-2019,990.0947222,18.47423611,292.4717361,8.546388889,56.72611111,22.47458333,11.15618056,11.318125,7.03875,11.26736111,1178.164028,2.475347222,3.991111111,196.4515278,0,0,228.3772222,445.5929861,469.3072917,29.05791667,421.9861111
